,name,m,lambda_r,epsilon,sigma
10592,"3,3,4,6-tetramethyloctane",2,34.3299199925,584.85787582,5.52023947446e-10
10593,"3,3,4,6-tetramethyloctane",3,17.697715317,399.429697896,4.64365133391e-10
10594,"3,3,4,6-tetramethyloctane",4,13.5269355001,304.860876301,4.1307524775e-10
10595,"3,3,4,6-tetramethyloctane",5,11.5604295149,250.199226809,3.77069267336e-10
10596,"3,3,4,6-tetramethyloctane",6,10.2798463585,211.959814801,3.49118903617e-10
10597,"3,3,4-triethylhexane",1,265.111720411,992.184757505,7.46329839526e-10
10598,"3,3,4-triethylhexane",2,38.8363852715,613.97877535,5.54696799926e-10
10599,"3,3,4-triethylhexane",3,19.249938456,423.870459694,4.65856316096e-10
10600,"3,3,4-triethylhexane",4,14.3145447216,322.24705483,4.14044791498e-10
10601,"3,3,4-triethylhexane",5,12.1418147468,264.647323637,3.78029886207e-10
10602,"3,3,4-triethylhexane",6,10.7255011306,224.162844346,3.50070833738e-10
10603,"3,3,4-trimethyl-1-pentene",1,57.3583184254,721.797712708,6.42412457607e-10
10604,"3,3,4-trimethyl-1-pentene",2,17.0794971008,392.393099563,4.77493262486e-10
10605,"3,3,4-trimethyl-1-pentene",3,11.8761747925,266.310126444,4.06849604304e-10
10606,"3,3,4-trimethyl-1-pentene",4,10.0253843427,206.267820256,3.62416736759e-10
10607,"3,3,4-trimethyl-1-pentene",5,8.93795341184,168.733584974,3.30320295601e-10
10608,"3,3,4-trimethyl-1-pentene",6,8.2175778699,142.965375256,3.05541864176e-10
10609,"3,3,4-trimethyl-4-ethylheptane",1,132.742141735,951.470196896,7.34954448826e-10
10610,"3,3,4-trimethyl-4-ethylheptane",2,30.2533915762,578.137769738,5.46608541847e-10
10611,"3,3,4-trimethyl-4-ethylheptane",3,16.3500469166,391.365580156,4.60896359864e-10
10612,"3,3,4-trimethyl-4-ethylheptane",4,12.8003799763,299.997041571,4.10134492788e-10
10613,"3,3,4-trimethyl-4-ethylheptane",5,11.0207067035,246.022204851,3.74304831941e-10
10614,"3,3,4-trimethyl-4-ethylheptane",6,9.86228731228,208.43572745,3.46490600775e-10
10615,"3,3,4-trimethyl-4-ethylhexane",1,96.3500657947,905.41921451,7.11365128386e-10
10616,"3,3,4-trimethyl-4-ethylhexane",2,25.1046425243,536.85465821,5.28708156514e-10
10617,"3,3,4-trimethyl-4-ethylhexane",3,14.6907066786,360.558729256,4.47475591093e-10
10618,"3,3,4-trimethyl-4-ethylhexane",4,11.8386622683,277.867513854,3.98379641502e-10
10619,"3,3,4-trimethyl-4-ethylhexane",5,10.3036482971,227.651127122,3.63454394866e-10
10620,"3,3,4-trimethyl-4-ethylhexane",6,9.3019173612,192.871437468,3.3634737139e-10
10621,"3,3,4-trimethyl-5-ethylheptane",1,177.427254977,957.503986755,7.40747247692e-10
10622,"3,3,4-trimethyl-5-ethylheptane",2,34.3299199925,588.594611061,5.50905336454e-10
10623,"3,3,4-trimethyl-5-ethylheptane",3,17.697715317,401.981707693,4.63424152578e-10
10624,"3,3,4-trimethyl-5-ethylheptane",4,13.5269355001,306.80867324,4.12238199802e-10
10625,"3,3,4-trimethyl-5-ethylheptane",5,11.5604295149,251.797783154,3.76305181233e-10
10626,"3,3,4-trimethyl-5-ethylheptane",6,10.2798463585,213.314054424,3.48411455607e-10
10627,"3,3,4-trimethylheptane",1,98.9965324571,865.483459721,6.76538854913e-10
10628,"3,3,4-trimethylheptane",2,25.5546017618,514.571749647,5.02866004503e-10
10629,"3,3,4-trimethylheptane",3,14.8359713247,345.749861178,4.25452370815e-10
10630,"3,3,4-trimethylheptane",4,11.9260085981,266.338699919,3.78753603355e-10
10631,"3,3,4-trimethylheptane",5,10.3689241497,218.224701415,3.45560724676e-10
10632,"3,3,4-trimethylheptane",6,9.35319045141,184.885642713,3.19796998191e-10
10633,"3,3,4-trimethylhexane",1,78.5236176204,813.25521641,6.62056847169e-10
10634,"3,3,4-trimethylhexane",2,21.7311927458,469.870543227,4.9174484502e-10
10635,"3,3,4-trimethylhexane",3,13.5785692087,315.358237164,4.173964082e-10
10636,"3,3,4-trimethylhexane",4,11.149440253,243.739754054,3.71735414686e-10
10637,"3,3,4-trimethylhexane",5,9.78716443345,199.559835693,3.39043186631e-10
10638,"3,3,4-trimethylhexane",6,8.89441811368,169.068046035,3.13690602227e-10
10639,"3,3,4-trimethylnonane",1,265.111720411,983.899542311,7.47092071186e-10
10640,"3,3,4-trimethylnonane",2,38.8363852715,608.851760205,5.5526331548e-10
10641,"3,3,4-trimethylnonane",3,19.249938456,420.330939513,4.66332098269e-10
10642,"3,3,4-trimethylnonane",4,14.3145447216,319.556138472,4.14467658214e-10
10643,"3,3,4-trimethylnonane",5,12.1418147468,262.437392462,3.7841597066e-10
10644,"3,3,4-trimethylnonane",6,10.7255011306,222.290977851,3.50428363423e-10
10645,"3,3,4-trimethyloctane",1,154.286186284,921.634241115,7.25606790385e-10
10646,"3,3,4-trimethyloctane",2,32.4511794553,563.926942171,5.39686156183e-10
10647,"3,3,4-trimethyloctane",3,17.0704633113,383.499470379,4.5443629753e-10
10648,"3,3,4-trimethyloctane",4,13.1943971899,293.272627109,4.04323530776e-10
10649,"3,3,4-trimethyloctane",5,11.313624857,240.606517167,3.69045528002e-10
10650,"3,3,4-trimethyloctane",6,10.0893604258,203.841582056,3.41660095174e-10
10651,"3,3,5,5-tetramethylheptane",1,96.3500657947,885.866419489,7.14958611644e-10
10652,"3,3,5,5-tetramethylheptane",2,25.1046425243,525.261123503,5.31378942349e-10
10653,"3,3,5,5-tetramethylheptane",3,14.6907066786,352.772357139,4.49736028077e-10
10654,"3,3,5,5-tetramethylheptane",4,11.8386622683,271.866882926,4.00392068756e-10
10655,"3,3,5,5-tetramethylheptane",5,10.3036482971,222.734933879,3.65290396142e-10
10656,"3,3,5,5-tetramethylheptane",6,9.3019173612,188.706321882,3.38046440687e-10
10657,"3,3,5,5-tetramethyloctane",1,132.742141735,935.550634295,7.37968100061e-10
10658,"3,3,5,5-tetramethyloctane",2,30.2533915762,568.464633946,5.48849888246e-10
10659,"3,3,5,5-tetramethyloctane",3,16.3500469166,384.81743091,4.62786246899e-10
10660,"3,3,5,5-tetramethyloctane",4,12.8003799763,294.977628773,4.11816232823e-10
10661,"3,3,5,5-tetramethyloctane",5,11.0207067035,241.905874246,3.75839653889e-10
10662,"3,3,5,5-tetramethyloctane",6,9.86228731228,204.948276532,3.47911371584e-10
10663,"3,3,5,6-tetramethyloctane",1,177.427254977,945.331702236,7.42999695154e-10
10664,"3,3,5,6-tetramethyloctane",2,34.3299199925,581.112092793,5.5258051693e-10
10665,"3,3,5,6-tetramethyloctane",3,17.697715317,396.8715089,4.64833322251e-10
10666,"3,3,5,6-tetramethyloctane",4,13.5269355001,302.908363147,4.13491724388e-10
10667,"3,3,5,6-tetramethyloctane",5,11.5604295149,248.596799868,3.77449441509e-10
10668,"3,3,5,6-tetramethyloctane",6,10.2798463585,210.602296146,3.49470897274e-10
10669,"3,3,5-trimethyl-4-ethylheptane",1,177.427254977,953.441652381,7.41500522256e-10
10670,"3,3,5-trimethyl-4-ethylheptane",2,34.3299199925,586.097422377,5.51465558552e-10
10671,"3,3,5-trimethyl-4-ethylheptane",3,17.697715317,400.276248362,4.63895414034e-10
10672,"3,3,5-trimethyl-4-ethylheptane",4,13.5269355001,305.506997804,4.12657409662e-10
10673,"3,3,5-trimethyl-4-ethylheptane",5,11.5604295149,250.729498527,3.76687850385e-10
10674,"3,3,5-trimethyl-4-ethylheptane",6,10.2798463585,212.409041988,3.48765759302e-10
10675,"3,3,5-trimethyl-5-ethylheptane",1,132.742141735,945.498566561,7.35711607409e-10
10676,"3,3,5-trimethyl-5-ethylheptane",2,30.2533915762,574.509253517,5.47171664296e-10
10677,"3,3,5-trimethyl-5-ethylheptane",3,16.3500469166,388.90928612,4.61371180631e-10
10678,"3,3,5-trimethyl-5-ethylheptane",4,12.8003799763,298.114196013,4.10557018091e-10
10679,"3,3,5-trimethyl-5-ethylheptane",5,11.0207067035,244.478116906,3.74690445112e-10
10680,"3,3,5-trimethyl-5-ethylheptane",6,9.86228731228,207.127540271,3.46847559404e-10
10681,"3,3,5-trimethylheptane",1,114.471057429,861.924854489,7.15388824073e-10
10682,"3,3,5-trimethylheptane",2,27.9338731859,518.82258776,5.31940570399e-10
10683,"3,3,5-trimethylheptane",3,15.6009230866,349.746266807,4.49248962465e-10
10684,"3,3,5-trimethylheptane",4,12.3758736178,268.762797584,3.99840665999e-10
10685,"3,3,5-trimethylheptane",5,10.7046045488,220.310922546,3.64859470166e-10
10686,"3,3,5-trimethylheptane",6,9.61603967371,186.654413885,3.37704147492e-10
10687,"3,3,5-trimethylnonane",1,265.111720411,959.043896729,7.5235859832e-10
10688,"3,3,5-trimethylnonane",2,38.8363852715,593.47071477,5.59177571073e-10
10689,"3,3,5-trimethylnonane",3,19.249938456,409.712378968,4.69619444961e-10
10690,"3,3,5-trimethylnonane",4,14.3145447216,311.483389395,4.17389393369e-10
10691,"3,3,5-trimethylnonane",5,12.1418147468,255.807598938,3.81083564193e-10
10692,"3,3,5-trimethylnonane",6,10.7255011306,216.675378368,3.52898662006e-10
10693,"3,3,5-trimethyloctane",1,154.286186284,905.437902491,7.28458406526e-10
10694,"3,3,5-trimethyloctane",2,32.4511794553,554.016772488,5.41807108984e-10
10695,"3,3,5-trimethyloctane",3,17.0704633113,376.760042732,4.56222220565e-10
10696,"3,3,5-trimethyloctane",4,13.1943971899,288.118800823,4.05912511918e-10
10697,"3,3,5-trimethyloctane",5,11.313624857,236.378218724,3.70495867495e-10
10698,"3,3,5-trimethyloctane",6,10.0893604258,200.259372172,3.43002810616e-10
10699,"3,3,6,6-tetramethyloctane",1,132.742141735,921.023495113,7.40202512737e-10
10700,"3,3,6,6-tetramethyloctane",2,30.2533915762,559.637570444,5.5051169063e-10
10701,"3,3,6,6-tetramethyloctane",3,16.3500469166,378.842023301,4.64187466622e-10
10702,"3,3,6,6-tetramethyloctane",4,12.8003799763,290.397244867,4.1306312603e-10
10703,"3,3,6,6-tetramethyloctane",5,11.0207067035,238.149583378,3.76977617558e-10
10704,"3,3,6,6-tetramethyloctane",6,9.86228731228,201.765859644,3.4896477427e-10
10705,"3,3,6-trimethylnonane",1,265.111720411,975.614327117,7.48609038526e-10
10706,"3,3,6-trimethylnonane",2,38.8363852715,603.72474506,5.56390775331e-10
10707,"3,3,6-trimethylnonane",3,19.249938456,416.791419331,4.67278983653e-10
10708,"3,3,6-trimethylnonane",4,14.3145447216,316.865222113,4.15309233069e-10
10709,"3,3,6-trimethylnonane",5,12.1418147468,260.227461287,3.79184342713e-10
10710,"3,3,6-trimethylnonane",6,10.7255011306,220.419111357,3.51139906756e-10
10711,"3,3,6-trimethyloctane",1,154.286186284,911.506072488,7.27037116658e-10
10712,"3,3,6-trimethyloctane",2,32.4511794553,557.729747113,5.40749993097e-10
10713,"3,3,6-trimethyloctane",3,17.0704633113,379.285057403,4.55332088728e-10
10714,"3,3,6-trimethyloctane",4,13.1943971899,290.049749216,4.05120538986e-10
10715,"3,3,6-trimethyloctane",5,11.313624857,237.962406011,3.69772995718e-10
10716,"3,3,6-trimethyloctane",6,10.0893604258,201.601493934,3.42333580341e-10
10717,"3,3,7-trimethylnonane",1,265.111720411,969.400415722,7.50116136316e-10
10718,"3,3,7-trimethylnonane",2,38.8363852715,599.879483701,5.57510899808e-10
10719,"3,3,7-trimethylnonane",3,19.249938456,414.136779196,4.68219708501e-10
10720,"3,3,7-trimethylnonane",4,14.3145447216,314.847034844,4.16145332548e-10
10721,"3,3,7-trimethylnonane",5,12.1418147468,258.570012906,3.79947715656e-10
10722,"3,3,7-trimethylnonane",6,10.7255011306,219.015211486,3.51846820713e-10
10723,"3,3-dibromopentane",1,146.870871183,951.932021739,6.86424156892e-10
10724,"3,3-dibromopentane",2,31.7508124525,581.282778985,5.10542754651e-10
10725,"3,3-dibromopentane",3,16.8394562511,394.704259417,4.30075118688e-10
10726,"3,3-dibromopentane",4,13.0695122893,302.06717751,3.82669429896e-10
10727,"3,3-dibromopentane",5,11.2208339089,247.789467647,3.4926790335e-10
10728,"3,3-dibromopentane",6,10.0175445828,209.929348224,3.23338969252e-10
10729,"3,3-dichloro-2-methyl-1-propene",1,68.0539270466,846.100676822,5.71847830324e-10
10730,"3,3-dichloro-2-methyl-1-propene",2,19.4944545094,476.877209894,4.24669634572e-10
10731,"3,3-dichloro-2-methyl-1-propene",3,12.7965482983,321.158966252,3.61196101514e-10
10732,"3,3-dichloro-2-methyl-1-propene",4,10.6432186319,248.57057592,3.21737110237e-10
10733,"3,3-dichloro-2-methyl-1-propene",5,9.40590740971,203.426493811,2.93362374297e-10
10734,"3,3-dichloro-2-methyl-1-propene",6,8.59158152034,172.344917413,2.71388495103e-10
10735,"3,3-dichloropentane",1,64.282240609,797.428080827,6.21496666747e-10
10736,"3,3-dichloropentane",2,18.6536079548,444.358348073,4.61596867365e-10
10737,"3,3-dichloropentane",3,12.4870753127,299.933293185,3.92881765429e-10
10738,"3,3-dichloropentane",4,10.4380791965,232.227122185,3.49973402951e-10
10739,"3,3-dichloropentane",5,9.25087327862,190.021175228,3.19068677581e-10
10740,"3,3-dichloropentane",6,8.46795186387,160.990381608,2.95155440068e-10
10741,"3,3-dichloropropene",1,43.2008413323,701.747499219,5.37243558077e-10
10742,"3,3-dichloropropene",2,13.8323503042,357.000054387,4.00905464216e-10
10743,"3,3-dichloropropene",3,10.4319547917,245.541784492,3.42219973493e-10
10744,"3,3-dichloropropene",4,9.01148288673,189.92237215,3.0470887057e-10
10745,"3,3-dichloropropene",5,8.16272277331,155.318402845,2.77469900166e-10
10746,"3,3-dichloropropene",6,7.59255655457,131.679563321,2.56668178183e-10
10747,"3,3-diethyl-2-methylpentane",1,87.4581198317,876.66937464,6.62183607068e-10
10748,"3,3-diethyl-2-methylpentane",2,23.4960485687,514.129443011,4.92000360789e-10
10749,"3,3-diethyl-2-methylpentane",3,14.1669268165,344.945333643,4.16962081019e-10
10750,"3,3-diethyl-2-methylpentane",4,11.5185834572,266.227523708,3.71281180811e-10
10751,"3,3-diethyl-2-methylpentane",5,10.0641221413,218.046753633,3.38686651952e-10
10752,"3,3-diethyl-2-methylpentane",6,9.11333189941,184.732284671,3.13395582684e-10
10753,"3,3-diethylheptane",1,217.17282413,950.028436362,7.31128698757e-10
10754,"3,3-diethylheptane",2,36.7598575794,586.532543732,5.4360600418e-10
10755,"3,3-diethylheptane",3,18.5264572758,402.895033428,4.56829679543e-10
10756,"3,3-diethylheptane",4,13.9529641034,306.802363993,4.06207191834e-10
10757,"3,3-diethylheptane",5,11.8757163261,251.894566027,3.70841756494e-10
10758,"3,3-diethylheptane",6,10.5220619474,213.379611786,3.43387969828e-10
10759,"3,3-diethylhexane",1,107.782538291,881.993712865,6.67675597155e-10
10760,"3,3-diethylhexane",2,26.9565926151,528.414937684,4.96394561691e-10
10761,"3,3-diethylhexane",3,15.2869288454,355.680546198,4.19528206124e-10
10762,"3,3-diethylhexane",4,12.1932541143,273.60208859,3.73423561178e-10
10763,"3,3-diethylhexane",5,10.5684341601,224.236110877,3.40731679318e-10
10764,"3,3-diethylhexane",6,9.50958018714,189.979761875,3.15354323206e-10
10765,"3,3-diethyloctane",1,502.947450273,1013.37168728,7.54554993326e-10
10766,"3,3-diethyloctane",2,43.6726783357,627.545448812,5.59994711228e-10
10767,"3,3-diethyloctane",3,20.977391714,438.126035685,4.69849095065e-10
10768,"3,3-diethyloctane",4,15.154074874,332.391240494,4.17084835048e-10
10769,"3,3-diethyloctane",5,12.7477328294,272.989295245,3.80862295668e-10
10770,"3,3-diethyloctane",6,11.1853523375,231.164633446,3.5274392776e-10
10771,"3,3-diethylpentane",1,83.2830846844,830.396838541,6.55039358878e-10
10772,"3,3-diethylpentane",2,22.6893892515,483.887478319,4.86615643873e-10
10773,"3,3-diethylpentane",3,13.9003024269,324.633681405,4.12687979147e-10
10774,"3,3-diethylpentane",4,11.3525568127,250.721692146,3.67507143212e-10
10775,"3,3-diethylpentane",5,9.93965851478,205.314770747,3.35219067641e-10
10776,"3,3-diethylpentane",6,9.01506607005,173.944578426,3.10171187633e-10
10777,"3,3-difluoropentane",1,63.9555416641,654.855085017,5.89289727201e-10
10778,"3,3-difluoropentane",2,18.5801097545,364.52686184,4.37684340029e-10
10779,"3,3-difluoropentane",3,12.4595220177,246.10294967,3.72550654762e-10
10780,"3,3-difluoropentane",4,10.4196853507,190.55340637,3.31863431955e-10
10781,"3,3-difluoropentane",5,9.23695607445,155.919304506,3.02554403584e-10
10782,"3,3-difluoropentane",6,8.45684022774,132.098740931,2.79877771055e-10
10783,"3,3-diiodopentane",1,58.196800318,970.203703735,6.56985989555e-10
10784,"3,3-diiodopentane",2,17.2715624428,529.159293401,4.88259150058e-10
10785,"3,3-diiodopentane",3,11.95325381,358.864981972,4.15976231277e-10
10786,"3,3-diiodopentane",4,10.0780108068,277.950525794,3.70548459039e-10
10787,"3,3-diiodopentane",5,8.9779360118,227.379368982,3.37744796422e-10
10788,"3,3-diiodopentane",6,8.24963101221,192.652554324,3.12411647506e-10
10789,"3,3-dimethyl-1-butene",1,47.6329345132,595.745489526,5.85083579671e-10
10790,"3,3-dimethyl-1-butene",2,14.8449530662,310.13669844,4.35916416999e-10
10791,"3,3-dimethyl-1-butene",3,10.9144716136,212.452016587,3.71869597629e-10
10792,"3,3-dimethyl-1-butene",4,9.35589693489,164.464124473,3.31185977966e-10
10793,"3,3-dimethyl-1-butene",5,8.42715235384,134.501058246,3.01686023396e-10
10794,"3,3-dimethyl-1-butene",6,7.80649905555,113.995649952,2.7905088902e-10
10795,"3,3-dimethyl-1-butyne",1,36.4947443542,574.714605364,5.82822390584e-10
10796,"3,3-dimethyl-1-butyne",2,12.3152996456,281.227933918,4.36452971417e-10
10797,"3,3-dimethyl-1-butyne",3,9.64443226998,194.323628301,3.72904036045e-10
10798,"3,3-dimethyl-1-butyne",4,8.43821663551,149.97560398,3.31824677564e-10
10799,"3,3-dimethyl-1-butyne",5,7.71992127199,122.676448211,3.01949572276e-10
10800,"3,3-dimethyl-1-butyne",6,7.23259450638,104.097117824,2.79389805046e-10
10801,"3,3-dimethyl-1-hexene",1,66.2977973165,731.543256571,6.50896557392e-10
10802,"3,3-dimethyl-1-hexene",2,19.10480798,410.203965586,4.8339161287e-10
10803,"3,3-dimethyl-1-hexene",3,12.6544057528,276.527649657,4.11279342885e-10
10804,"3,3-dimethyl-1-hexene",4,10.5493304776,214.065826371,3.66355755735e-10
10805,"3,3-dimethyl-1-hexene",5,9.33499179905,175.175354117,3.3402733081e-10
10806,"3,3-dimethyl-1-hexene",6,8.53506540688,148.411172177,3.09000622228e-10
10807,"3,3-dimethyl-1-pentene",1,53.4154540977,669.609827464,6.21370403244e-10
10808,"3,3-dimethyl-1-pentene",2,16.1737469758,358.116562767,4.62222167987e-10
10809,"3,3-dimethyl-1-pentene",3,11.501638466,243.943636748,3.94026912915e-10
10810,"3,3-dimethyl-1-pentene",4,9.76744434775,188.936414355,3.50977513103e-10
10811,"3,3-dimethyl-1-pentene",5,8.74163518517,154.535389047,3.19830403258e-10
10812,"3,3-dimethyl-1-pentene",6,8.05993190653,130.946406663,2.95831717039e-10
10813,"3,3-dimethyl-1-pentyne",1,43.967178872,645.683753995,6.16188443092e-10
10814,"3,3-dimethyl-1-pentyne",2,14.006897172,329.838394611,4.59676389451e-10
10815,"3,3-dimethyl-1-pentyne",3,10.5174816747,226.710963195,3.92343635028e-10
10816,"3,3-dimethyl-1-pentyne",4,9.07292380602,175.387778171,3.49355398452e-10
10817,"3,3-dimethyl-1-pentyne",5,8.2099809431,143.431448181,3.18146375179e-10
10818,"3,3-dimethyl-1-pentyne",6,7.63084805577,121.593917667,2.94290415732e-10
10819,"3,3-dimethyl-2-butanol",1,647.98418391,888.695812831,6.38314454583e-10
10820,"3,3-dimethyl-2-butanol",2,44.9733785694,549.815206425,4.73467512953e-10
10821,"3,3-dimethyl-2-butanol",3,21.448189462,384.930264821,3.97176812607e-10
10822,"3,3-dimethyl-2-butanol",4,15.3805967252,292.01614362,3.52457285911e-10
10823,"3,3-dimethyl-2-butanol",5,12.9067079162,239.781087628,3.21854551064e-10
10824,"3,3-dimethyl-2-butanol",6,11.3052234126,203.025947921,2.98101509572e-10
10825,"3,3-dimethyl-2-butanone",1,78.0729682254,760.925467238,6.080585337e-10
10826,"3,3-dimethyl-2-butanone",2,21.6384183207,439.246730635,4.51630718008e-10
10827,"3,3-dimethyl-2-butanone",3,13.5470719162,294.825551766,3.83379610918e-10
10828,"3,3-dimethyl-2-butanone",4,11.1293928973,227.885611364,3.41442821297e-10
10829,"3,3-dimethyl-2-butanone",5,9.77209930682,186.575999054,3.11411599054e-10
10830,"3,3-dimethyl-2-butanone",6,8.88248414486,158.068019302,2.88123536037e-10
10831,"3,3-dimethyl-2-ethyl-1-butene",1,58.4802736124,732.750714378,6.46203622004e-10
10832,"3,3-dimethyl-2-ethyl-1-butene",2,17.3364307578,400.08442859,4.80225211071e-10
10833,"3,3-dimethyl-2-ethyl-1-butene",3,11.979113788,271.262254583,4.09115752117e-10
10834,"3,3-dimethyl-2-ethyl-1-butene",4,10.0956315038,210.098276741,3.64437669473e-10
10835,"3,3-dimethyl-2-ethyl-1-butene",5,8.99131791557,171.87419917,3.32179184519e-10
10836,"3,3-dimethyl-2-ethyl-1-butene",6,8.26035492868,145.623894102,3.07264270739e-10
10837,"3,3-dimethyl-2-pentanone",1,116.26429774,834.408546287,6.45025429203e-10
10838,"3,3-dimethyl-2-pentanone",2,28.1834204541,502.824847554,4.79635414354e-10
10839,"3,3-dimethyl-2-pentanone",3,15.6811772504,339.10103444,4.05002396263e-10
10840,"3,3-dimethyl-2-pentanone",4,12.4220993645,260.513604691,3.60452382015e-10
10841,"3,3-dimethyl-2-pentanone",5,10.7390538707,213.558984733,3.28922379058e-10
10842,"3,3-dimethyl-2-pentanone",6,9.64293629959,180.933921954,3.04446045992e-10
10843,"3,3-dimethyl-2-thiabutane",1,48.7200757469,710.631656957,5.97925861681e-10
10844,"3,3-dimethyl-2-thiabutane",2,15.094332401,371.924530162,4.45336773191e-10
10845,"3,3-dimethyl-2-thiabutane",3,11.0284366255,254.511668831,3.79850692842e-10
10846,"3,3-dimethyl-2-thiabutane",4,9.43644003927,197.050966575,3.38308030796e-10
10847,"3,3-dimethyl-2-thiabutane",5,8.48882424443,161.153819962,3.08196947681e-10
10848,"3,3-dimethyl-2-thiabutane",6,7.85628532698,136.577648299,2.85071394423e-10
10849,"3,3-dimethyl-2-thiapentane",1,62.0476563075,823.220362015,6.37014618084e-10
10850,"3,3-dimethyl-2-thiapentane",2,18.1490914977,455.336902608,4.73197169175e-10
10851,"3,3-dimethyl-2-thiapentane",3,12.296159147,307.832667857,4.02910422783e-10
10852,"3,3-dimethyl-2-thiapentane",4,10.3101977571,238.382783586,3.58910651782e-10
10853,"3,3-dimethyl-2-thiapentane",5,9.15405915838,195.040163375,3.27189700801e-10
10854,"3,3-dimethyl-2-thiapentane",6,8.39060838003,165.245210218,3.02659988889e-10
10855,"3,3-dimethyl-4,4-diethylhexane",1,132.742141735,961.418129162,7.32667718869e-10
10856,"3,3-dimethyl-4,4-diethylhexane",2,30.2533915762,584.18238931,5.44907829471e-10
10857,"3,3-dimethyl-4,4-diethylhexane",3,16.3500469166,395.457435367,4.59462331518e-10
10858,"3,3-dimethyl-4,4-diethylhexane",4,12.8003799763,303.133608811,4.08858404409e-10
10859,"3,3-dimethyl-4,4-diethylhexane",5,11.0207067035,248.594447511,3.73140223612e-10
10860,"3,3-dimethyl-4,4-diethylhexane",6,9.86228731228,210.614991188,3.45412533369e-10
10861,"3,3-dimethyl-4-decyne",1,910.587826014,1071.70533372,7.54702212372e-10
10862,"3,3-dimethyl-4-decyne",2,46.3170943303,661.99207821,5.59430191396e-10
10863,"3,3-dimethyl-4-decyne",3,21.935467843,464.742712563,4.69208271013e-10
10864,"3,3-dimethyl-4-decyne",4,15.6152411106,352.62383009,4.16239652773e-10
10865,"3,3-dimethyl-4-decyne",5,13.0688689644,289.455291632,3.80103872736e-10
10866,"3,3-dimethyl-4-decyne",6,11.4271633469,245.061510246,3.52061612139e-10
10867,"3,3-dimethyl-4-ethylheptane",1,154.286186284,917.58879445,7.26323091363e-10
10868,"3,3-dimethyl-4-ethylheptane",2,32.4511794553,561.451625754,5.40218920935e-10
10869,"3,3-dimethyl-4-ethylheptane",3,17.0704633113,381.816127265,4.54884905742e-10
10870,"3,3-dimethyl-4-ethylheptane",4,13.1943971899,291.98532818,4.0472266891e-10
10871,"3,3-dimethyl-4-ethylheptane",5,11.313624857,239.550392309,3.69409840569e-10
10872,"3,3-dimethyl-4-ethylheptane",6,10.0893604258,202.946834214,3.41997373523e-10
10873,"3,3-dimethyl-4-ethyloctane",1,265.111720411,975.614327117,7.48609038526e-10
10874,"3,3-dimethyl-4-ethyloctane",2,38.8363852715,603.72474506,5.56390775331e-10
10875,"3,3-dimethyl-4-ethyloctane",3,19.249938456,416.791419331,4.67278983653e-10
10876,"3,3-dimethyl-4-ethyloctane",4,14.3145447216,316.865222113,4.15309233069e-10
10877,"3,3-dimethyl-4-ethyloctane",5,12.1418147468,260.227461287,3.79184342713e-10
10878,"3,3-dimethyl-4-ethyloctane",6,10.7255011306,220.419111357,3.51139906756e-10
10879,"3,3-dimethyl-4-isopropylheptane",1,177.427254977,947.362869423,7.42999695154e-10
10880,"3,3-dimethyl-4-isopropylheptane",2,34.3299199925,582.360687135,5.5258051693e-10
10881,"3,3-dimethyl-4-isopropylheptane",3,17.697715317,397.724238565,4.64833322251e-10
10882,"3,3-dimethyl-4-isopropylheptane",4,13.5269355001,303.559200865,4.13491724388e-10
10883,"3,3-dimethyl-4-isopropylheptane",5,11.5604295149,249.130942182,3.77449441509e-10
10884,"3,3-dimethyl-4-isopropylheptane",6,10.2798463585,211.054802365,3.49470897274e-10
10885,"3,3-dimethyl-4-nonyne",1,260.694553414,997.704104938,7.30175686298e-10
10886,"3,3-dimethyl-4-nonyne",2,38.6731860968,617.309314149,5.4270952679e-10
10887,"3,3-dimethyl-4-nonyne",3,19.192604481,426.002047157,4.55808795498e-10
10888,"3,3-dimethyl-4-nonyne",4,14.2861849718,323.90493526,4.0513028104e-10
10889,"3,3-dimethyl-4-nonyne",5,12.121017036,266.004151969,3.69888399016e-10
10890,"3,3-dimethyl-4-nonyne",6,10.7096334111,225.313822363,3.42529541141e-10
10891,"3,3-dimethyl-4-propylheptane",1,265.111720411,971.47171952,7.49363811843e-10
10892,"3,3-dimethyl-4-propylheptane",2,38.8363852715,601.161237487,5.569517476e-10
10893,"3,3-dimethyl-4-propylheptane",3,19.249938456,415.021659241,4.67750110356e-10
10894,"3,3-dimethyl-4-propylheptane",4,14.3145447216,315.519763933,4.15727962087e-10
10895,"3,3-dimethyl-4-propylheptane",5,12.1418147468,259.1224957,3.79566649377e-10
10896,"3,3-dimethyl-4-propylheptane",6,10.7255011306,219.483178109,3.51493938058e-10
10897,"3,3-dimethyl-5-ethylheptane",1,154.286186284,907.460625824,7.277488829e-10
10898,"3,3-dimethyl-5-ethylheptane",2,32.4511794553,555.254430697,5.41279385038e-10
10899,"3,3-dimethyl-5-ethylheptane",3,17.0704633113,377.60171429,4.55777856904e-10
10900,"3,3-dimethyl-5-ethylheptane",4,13.1943971899,288.762450288,4.05517150269e-10
10901,"3,3-dimethyl-5-ethylheptane",5,11.313624857,236.906281153,3.70135001907e-10
10902,"3,3-dimethyl-5-ethylheptane",6,10.0893604258,200.706746093,3.42668723459e-10
