,name,m,lambda_r,epsilon,sigma
10903,"3,3-dimethyl-5-ethyloctane",1,265.111720411,961.115200528,7.51613511601e-10
10904,"3,3-dimethyl-5-ethyloctane",2,38.8363852715,594.752468556,5.58623798201e-10
10905,"3,3-dimethyl-5-ethyloctane",3,19.249938456,410.597259014,4.69154364596e-10
10906,"3,3-dimethyl-5-ethyloctane",4,14.3145447216,312.156118485,4.16976038229e-10
10907,"3,3-dimethyl-5-ethyloctane",5,12.1418147468,256.360081732,3.8070616397e-10
10908,"3,3-dimethyl-5-ethyloctane",6,10.7255011306,217.143344991,3.52549174266e-10
10909,"3,3-dimethyl-6-ethyloctane",1,265.111720411,971.47171952,7.49363811843e-10
10910,"3,3-dimethyl-6-ethyloctane",2,38.8363852715,601.161237487,5.569517476e-10
10911,"3,3-dimethyl-6-ethyloctane",3,19.249938456,415.021659241,4.67750110356e-10
10912,"3,3-dimethyl-6-ethyloctane",4,14.3145447216,315.519763933,4.15727962087e-10
10913,"3,3-dimethyl-6-ethyloctane",5,12.1418147468,259.1224957,3.79566649377e-10
10914,"3,3-dimethyl-6-ethyloctane",6,10.7255011306,219.483178109,3.51493938058e-10
10915,"3,3-dimethylallyl acetate",1,177.427254977,871.826999838,6.42254169575e-10
10916,"3,3-dimethylallyl acetate",2,34.3299199925,535.927454068,4.77654490761e-10
10917,"3,3-dimethylallyl acetate",3,17.697715317,366.012581728,4.0180519766e-10
10918,"3,3-dimethylallyl acetate",4,13.5269355001,279.3555837,3.57425158859e-10
10919,"3,3-dimethylallyl acetate",5,11.5604295149,229.267041067,3.26269955687e-10
10920,"3,3-dimethylallyl acetate",6,10.2798463585,194.226817501,3.02085104992e-10
10921,"3,3-dimethylbutanal",1,102.493759741,780.612710847,6.28639874236e-10
10922,"3,3-dimethylbutanal",2,26.1293264432,465.63563647,4.67310324279e-10
10923,"3,3-dimethylbutanal",3,15.0210485833,313.077034266,3.95194219597e-10
10924,"3,3-dimethylbutanal",4,12.0364023599,241.032720737,3.51794390199e-10
10925,"3,3-dimethylbutanal",5,10.4513743984,197.512010755,3.20977602898e-10
10926,"3,3-dimethylbutanal",6,9.41787962049,167.337797303,2.97056975652e-10
10927,"3,3-dimethylbutanenitrile",1,109.386129765,842.264348078,6.11364510673e-10
10928,"3,3-dimethylbutanenitrile",2,27.1977540941,505.220435025,4.5454551472e-10
10929,"3,3-dimethylbutanenitrile",3,15.3643932627,340.187594609,3.84090907766e-10
10930,"3,3-dimethylbutanenitrile",4,12.2385695639,261.619087983,3.41872444558e-10
10931,"3,3-dimethylbutanenitrile",5,10.6022352241,214.425052899,3.1194779907e-10
10932,"3,3-dimethylbutanenitrile",6,9.53602751249,181.667622878,2.88718298077e-10
10933,"3,3-dimethylcyclohexene",1,51.9445719134,757.04793412,6.26010707858e-10
10934,"3,3-dimethylcyclohexene",2,15.8354022527,402.246472364,4.65840935583e-10
10935,"3,3-dimethylcyclohexene",3,11.3566607645,274.395898355,3.97180516144e-10
10936,"3,3-dimethylcyclohexene",4,9.6666285376,212.506577809,3.53775902372e-10
10937,"3,3-dimethylcyclohexene",5,8.66474236711,173.806603376,3.2235356362e-10
10938,"3,3-dimethylcyclohexene",6,7.99806795594,147.282338592,2.98164371378e-10
10939,"3,3-dimethylcyclopentene",1,48.5000725006,696.730384124,6.02292541611e-10
10940,"3,3-dimethylcyclopentene",2,15.0438407628,364.258996199,4.48618568498e-10
10941,"3,3-dimethylcyclopentene",3,11.0055101846,249.319171012,3.82660985739e-10
10942,"3,3-dimethylcyclopentene",4,9.42026235828,193.025683781,3.40808245759e-10
10943,"3,3-dimethylcyclopentene",5,8.47644195615,157.861224239,3.10469983771e-10
10944,"3,3-dimethylcyclopentene",6,7.84629277252,133.788573523,2.87174195368e-10
10945,"3,3-dimethyldecane",1,502.947450273,1009.13821573,7.55319021327e-10
10946,"3,3-dimethyldecane",2,43.6726783357,624.923808759,5.60561736353e-10
10947,"3,3-dimethyldecane",3,20.977391714,436.29571604,4.70324842848e-10
10948,"3,3-dimethyldecane",4,15.154074874,331.002639571,4.17507156145e-10
10949,"3,3-dimethyldecane",5,12.7477328294,271.848852475,3.81247939472e-10
10950,"3,3-dimethyldecane",6,11.1853523375,230.198917795,3.53101100187e-10
10951,"3,3-dimethylheptane",1,98.9965324571,819.225100879,6.77448183435e-10
10952,"3,3-dimethylheptane",2,25.5546017618,487.068919434,5.03541901235e-10
10953,"3,3-dimethylheptane",3,14.8359713247,327.270223043,4.26024216722e-10
10954,"3,3-dimethylheptane",4,11.9260085981,252.103429428,3.79262681957e-10
10955,"3,3-dimethylheptane",5,10.3689241497,206.561027855,3.46025189091e-10
10956,"3,3-dimethylheptane",6,9.35319045141,175.00387512,3.2022683386e-10
10957,"3,3-dimethylhexane",1,75.0355779826,753.944834616,6.40130426019e-10
10958,"3,3-dimethylhexane",2,21.0043472792,432.455492934,4.75409440715e-10
10959,"3,3-dimethylhexane",3,13.3298968137,290.453274592,4.03799060506e-10
10960,"3,3-dimethylhexane",4,10.9903803832,224.605875006,3.59648648525e-10
10961,"3,3-dimethylhexane",5,9.66756162902,183.867954078,3.27993094545e-10
10962,"3,3-dimethylhexane",6,8.79959991762,155.773517261,3.03452983772e-10
10963,"3,3-dimethylnonane",1,217.17282413,939.903321928,7.3329611838e-10
10964,"3,3-dimethylnonane",2,36.7598575794,580.281458083,5.452175157e-10
10965,"3,3-dimethylnonane",3,18.5264572758,398.601100571,4.58183944002e-10
10966,"3,3-dimethylnonane",4,13.9529641034,303.532557611,4.07411386718e-10
10967,"3,3-dimethylnonane",5,11.8757163261,249.209950273,3.71941111097e-10
10968,"3,3-dimethylnonane",6,10.5220619474,211.105476713,3.44405938108e-10
10969,"3,3-dimethyloctane",1,133.918471466,879.402493396,6.95627324725e-10
10970,"3,3-dimethyloctane",2,30.3870442657,534.601494917,5.17363718932e-10
10971,"3,3-dimethyloctane",3,16.3935051553,361.989482096,4.36198816389e-10
10972,"3,3-dimethyloctane",4,12.8245345061,277.438941026,3.88153652413e-10
10973,"3,3-dimethyloctane",5,11.0386766137,227.528434732,3.54246933412e-10
10974,"3,3-dimethyloctane",6,9.87624873969,192.767147629,3.27925490472e-10
10975,"3,3-dimethylpentane",1,57.3583184254,689.384803064,6.33196156074e-10
10976,"3,3-dimethylpentane",2,17.0794971008,374.772370296,4.70642956526e-10
10977,"3,3-dimethylpentane",3,11.8761747925,254.351254985,4.01012780022e-10
10978,"3,3-dimethylpentane",4,10.0253843427,197.005197082,3.57217363853e-10
10979,"3,3-dimethylpentane",5,8.93795341184,161.156466971,3.25581390851e-10
10980,"3,3-dimethylpentane",6,8.2175778699,136.545399536,3.01158440539e-10
10981,"3,3-dimethyltetrahydrofuran",1,57.6358464585,738.204267751,5.90607771298e-10
10982,"3,3-dimethyltetrahydrofuran",2,17.1430985974,401.749408243,4.38967448251e-10
10983,"3,3-dimethyltetrahydrofuran",3,11.9017848101,272.592709832,3.7400992679e-10
10984,"3,3-dimethyltetrahydrofuran",4,10.042887356,211.132937651,3.33164154401e-10
10985,"3,3-dimethyltetrahydrofuran",5,8.95125384957,172.715166515,3.03662283529e-10
10986,"3,3-dimethyltetrahydrofuran",6,8.22824254095,146.338257885,2.80884201335e-10
10987,"3,3-dimethylthiacyclohexane",1,52.4285890376,830.756968212,6.25628332067e-10
10988,"3,3-dimethylthiacyclohexane",2,15.9467385661,442.370660809,4.65499950191e-10
10989,"3,3-dimethylthiacyclohexane",3,11.4046906384,301.624620913,3.96867062818e-10
10990,"3,3-dimethylthiacyclohexane",4,9.70008704936,233.60036351,3.5350049893e-10
10991,"3,3-dimethylthiacyclohexane",5,8.69027164201,191.061520325,3.22111654036e-10
10992,"3,3-dimethylthiacyclohexane",6,8.0186148178,161.901578406,2.97940893746e-10
10993,"3,3-dimethylthiacyclopentane",1,49.1640380387,778.32011484,6.00347447448e-10
10994,"3,3-dimethylthiacyclopentane",2,15.1962586017,408.225060382,4.4708202745e-10
10995,"3,3-dimethylthiacyclopentane",3,11.0744922168,279.232056258,3.81317287643e-10
10996,"3,3-dimethylthiacyclopentane",4,9.46889977468,216.201162093,3.39619494814e-10
10997,"3,3-dimethylthiacyclopentane",5,8.51366121384,176.816846824,3.0940088975e-10
10998,"3,3-dimethylthiacyclopentane",6,7.87632373575,149.84900681,2.86184449577e-10
10999,"3,4'-dimethylbiphenyl",1,146.870871183,1171.18733169,7.33311106296e-10
11000,"3,4'-dimethylbiphenyl",2,31.7508124525,715.167691947,5.45415933378e-10
11001,"3,4'-dimethylbiphenyl",3,16.8394562511,485.615167718,4.59451867929e-10
11002,"3,4'-dimethylbiphenyl",4,13.0695122893,371.641297425,4.08808081949e-10
11003,"3,4'-dimethylbiphenyl",5,11.2208339089,304.861984687,3.73125027766e-10
11004,"3,4'-dimethylbiphenyl",6,10.0175445828,258.281670934,3.45424989593e-10
11005,"3,4,4,5-tetramethylheptane",1,120.011901219,911.899014227,7.16853505042e-10
11006,"3,4,4,5-tetramethylheptane",2,28.6887097339,550.726640711,5.33076754275e-10
11007,"3,4,4,5-tetramethylheptane",3,15.8438608487,371.726159342,4.4996716057e-10
11008,"3,4,4,5-tetramethylheptane",4,12.5152469873,285.423978968,4.0045415606e-10
11009,"3,4,4,5-tetramethylheptane",5,10.8084494792,234.00195001,3.65436512201e-10
11010,"3,4,4,5-tetramethylheptane",6,9.69707300045,198.253646148,3.3825260455e-10
11011,"3,4,4,5-tetramethyloctane",1,177.427254977,961.551602525,7.39991489432e-10
11012,"3,4,4,5-tetramethyloctane",2,34.3299199925,591.082751959,5.50343267192e-10
11013,"3,4,4,5-tetramethyloctane",3,17.697715317,403.680987823,4.6295133728e-10
11014,"3,4,4,5-tetramethyloctane",4,13.5269355001,308.10563246,4.11817607723e-10
11015,"3,4,4,5-tetramethyloctane",5,11.5604295149,252.862197185,3.75921250344e-10
11016,"3,4,4,5-tetramethyloctane",6,10.2798463585,214.21578783,3.48055983702e-10
11017,"3,4,4,6-tetramethyloctane",1,177.427254977,949.39403661,7.42251331894e-10
11018,"3,4,4,6-tetramethyloctane",2,34.3299199925,583.609281477,5.52023947446e-10
11019,"3,4,4,6-tetramethyloctane",3,17.697715317,398.576968231,4.64365133391e-10
11020,"3,4,4,6-tetramethyloctane",4,13.5269355001,304.210038583,4.1307524775e-10
11021,"3,4,4,6-tetramethyloctane",5,11.5604295149,249.665084496,3.77069267336e-10
11022,"3,4,4,6-tetramethyloctane",6,10.2798463585,211.507308583,3.49118903617e-10
11023,"3,4,4-trimethyl-1-pentene",1,57.3583184254,719.895606988,6.42412457607e-10
11024,"3,4,4-trimethyl-1-pentene",2,17.0794971008,391.359052009,4.77493262486e-10
11025,"3,4,4-trimethyl-1-pentene",3,11.8761747925,265.608337001,4.06849604304e-10
11026,"3,4,4-trimethyl-1-pentene",4,10.0253843427,205.724256327,3.62416736759e-10
11027,"3,4,4-trimethyl-1-pentene",5,8.93795341184,168.28893253,3.30320295601e-10
11028,"3,4,4-trimethyl-1-pentene",6,8.2175778699,142.588628069,3.05541864176e-10
11029,"3,4,4-trimethyl-2-pentene",1,78.5236176204,762.539848772,6.55734661141e-10
11030,"3,4,4-trimethyl-2-pentene",2,21.7311927458,440.568969918,4.87049021086e-10
11031,"3,4,4-trimethyl-2-pentene",3,13.5785692087,295.692198001,4.13410560532e-10
11032,"3,4,4-trimethyl-2-pentene",4,11.149440253,228.539911513,3.68185597997e-10
11033,"3,4,4-trimethyl-2-pentene",5,9.78716443345,187.115094819,3.35805558161e-10
11034,"3,4,4-trimethyl-2-pentene",6,8.89441811368,158.524802121,3.10695073442e-10
11035,"3,4,4-trimethyl-3-ethylheptane",1,132.742141735,951.470196896,7.34954448826e-10
11036,"3,4,4-trimethyl-3-ethylheptane",2,30.2533915762,578.137769738,5.46608541847e-10
11037,"3,4,4-trimethyl-3-ethylheptane",3,16.3500469166,391.365580156,4.60896359864e-10
11038,"3,4,4-trimethyl-3-ethylheptane",4,12.8003799763,299.997041571,4.10134492788e-10
11039,"3,4,4-trimethyl-3-ethylheptane",5,11.0207067035,246.022204851,3.74304831941e-10
11040,"3,4,4-trimethyl-3-ethylheptane",6,9.86228731228,208.43572745,3.46490600775e-10
11041,"3,4,4-trimethyl-5-ethylheptane",1,177.427254977,963.582769712,7.39991489432e-10
11042,"3,4,4-trimethyl-5-ethylheptane",2,34.3299199925,592.331346301,5.50343267192e-10
11043,"3,4,4-trimethyl-5-ethylheptane",3,17.697715317,404.533717489,4.6295133728e-10
11044,"3,4,4-trimethyl-5-ethylheptane",4,13.5269355001,308.756470179,4.11817607723e-10
11045,"3,4,4-trimethyl-5-ethylheptane",5,11.5604295149,253.396339498,3.75921250344e-10
11046,"3,4,4-trimethyl-5-ethylheptane",6,10.2798463585,214.668294048,3.48055983702e-10
11047,"3,4,4-trimethyl-cis-2-pentene",1,55.9992515712,733.622838232,6.44695180402e-10
11048,"3,4,4-trimethyl-cis-2-pentene",2,16.7676740416,396.653791874,4.79308102025e-10
11049,"3,4,4-trimethyl-cis-2-pentene",3,11.7493499851,269.534750369,4.08466230698e-10
11050,"3,4,4-trimethyl-cis-2-pentene",4,9.93845125055,208.767381853,3.63852537606e-10
11051,"3,4,4-trimethyl-cis-2-pentene",5,8.8718541092,170.770013898,3.31607384447e-10
11052,"3,4,4-trimethyl-cis-2-pentene",6,8.16454785595,144.694317678,3.06729275291e-10
11053,"3,4,4-trimethyl-trans-2-pentene",1,55.9992515712,733.622838232,6.44695180402e-10
11054,"3,4,4-trimethyl-trans-2-pentene",2,16.7676740416,396.653791874,4.79308102025e-10
11055,"3,4,4-trimethyl-trans-2-pentene",3,11.7493499851,269.534750369,4.08466230698e-10
11056,"3,4,4-trimethyl-trans-2-pentene",4,9.93845125055,208.767381853,3.63852537606e-10
11057,"3,4,4-trimethyl-trans-2-pentene",5,8.8718541092,170.770013898,3.31607384447e-10
11058,"3,4,4-trimethyl-trans-2-pentene",6,8.16454785595,144.694317678,3.06729275291e-10
11059,"3,4,4-trimethylheptane",1,98.9965324571,863.813985117,6.75680302144e-10
11060,"3,4,4-trimethylheptane",2,25.5546017618,513.579166302,5.02227848989e-10
11061,"3,4,4-trimethylheptane",3,14.8359713247,345.08292687,4.24912456058e-10
11062,"3,4,4-trimethylheptane",4,11.9260085981,265.824945796,3.78272951057e-10
11063,"3,4,4-trimethylheptane",5,10.3689241497,217.803756806,3.45122195366e-10
11064,"3,4,4-trimethylheptane",6,9.35319045141,184.529007492,3.19391164e-10
11065,"3,4,4-trimethylnonane",1,265.111720411,979.756934714,7.47851797875e-10
11066,"3,4,4-trimethylnonane",2,38.8363852715,606.288252632,5.55827969258e-10
11067,"3,4,4-trimethylnonane",3,19.249938456,418.561179422,4.66806316849e-10
11068,"3,4,4-trimethylnonane",4,14.3145447216,318.210680292,4.14889135237e-10
11069,"3,4,4-trimethylnonane",5,12.1418147468,261.332426875,3.78800786298e-10
11070,"3,4,4-trimethylnonane",6,10.7255011306,221.355044604,3.50784718136e-10
11071,"3,4,4-trimethyloctane",1,154.286186284,919.611517782,7.25606790385e-10
11072,"3,4,4-trimethyloctane",2,32.4511794553,562.689283962,5.39686156183e-10
11073,"3,4,4-trimethyloctane",3,17.0704633113,382.657798821,4.5443629753e-10
11074,"3,4,4-trimethyloctane",4,13.1943971899,292.628977644,4.04323530776e-10
11075,"3,4,4-trimethyloctane",5,11.313624857,240.078454738,3.69045528002e-10
11076,"3,4,4-trimethyloctane",6,10.0893604258,203.394208135,3.41660095174e-10
11077,"3,4,5,5-tetramethyloctane",1,177.427254977,953.441652381,7.41500522256e-10
11078,"3,4,5,5-tetramethyloctane",2,34.3299199925,586.097422377,5.51465558552e-10
11079,"3,4,5,5-tetramethyloctane",3,17.697715317,400.276248362,4.63895414034e-10
11080,"3,4,5,5-tetramethyloctane",4,13.5269355001,305.506997804,4.12657409662e-10
11081,"3,4,5,5-tetramethyloctane",5,11.5604295149,250.729498527,3.76687850385e-10
11082,"3,4,5,5-tetramethyloctane",6,10.2798463585,212.409041988,3.48765759302e-10
11083,"3,4,5,6-tetramethyloctane",1,269.679714596,978.712261481,7.4546737633e-10
11084,"3,4,5,6-tetramethyloctane",2,39.0001846618,605.720874035,5.54035809532e-10
11085,"3,4,5,6-tetramethyloctane",3,19.3075598199,418.334517098,4.65281256518e-10
11086,"3,4,5,6-tetramethyloctane",4,14.3430012683,318.002362345,4.13517620448e-10
11087,"3,4,5,6-tetramethyloctane",5,12.1626683167,261.165790518,3.7755098958e-10
11088,"3,4,5,6-tetramethyloctane",6,10.7414058994,221.212186815,3.49629332256e-10
11089,"3,4,5-trimethyl-3-ethylheptane",1,177.427254977,963.582769712,7.39991489432e-10
11090,"3,4,5-trimethyl-3-ethylheptane",2,34.3299199925,592.331346301,5.50343267192e-10
11091,"3,4,5-trimethyl-3-ethylheptane",3,17.697715317,404.533717489,4.6295133728e-10
11092,"3,4,5-trimethyl-3-ethylheptane",4,13.5269355001,308.756470179,4.11817607723e-10
11093,"3,4,5-trimethyl-3-ethylheptane",5,11.5604295149,253.396339498,3.75921250344e-10
11094,"3,4,5-trimethyl-3-ethylheptane",6,10.2798463585,214.668294048,3.48055983702e-10
11095,"3,4,5-trimethyl-4-ethylheptane",1,177.427254977,969.676271273,7.38472445616e-10
11096,"3,4,5-trimethyl-4-ethylheptane",2,34.3299199925,596.077129328,5.49213530501e-10
11097,"3,4,5-trimethyl-4-ethylheptane",3,17.697715317,407.091906485,4.62000997477e-10
11098,"3,4,5-trimethyl-4-ethylheptane",4,13.5269355001,310.708983333,4.10972234501e-10
11099,"3,4,5-trimethyl-4-ethylheptane",5,11.5604295149,254.99876644,3.75149564644e-10
11100,"3,4,5-trimethyl-4-ethylheptane",6,10.2798463585,216.025812702,3.47341499417e-10
11101,"3,4,5-trimethylheptane",1,151.23545588,890.207452725,6.91020392635e-10
11102,"3,4,5-trimethylheptane",2,32.1695566813,544.263826277,5.13962548462e-10
11103,"3,4,5-trimethylheptane",3,16.97739948,369.900260329,4.3284717601e-10
11104,"3,4,5-trimethylheptane",4,13.1442476483,282.957769284,3.85123869291e-10
11105,"3,4,5-trimethylheptane",5,11.2763690925,232.131882135,3.51515899723e-10
11106,"3,4,5-trimethylheptane",6,10.0605392414,196.662826034,3.25426809964e-10
11107,"3,4,5-trimethylnonane",1,537.311150646,1005.13436307,7.53132709051e-10
11108,"3,4,5-trimethylnonane",2,44.0401275832,622.310303041,5.5885716716e-10
11109,"3,4,5-trimethylnonane",3,21.1102483988,434.818839032,4.68868917158e-10
11110,"3,4,5-trimethylnonane",4,15.2180078518,329.869174504,4.16175678068e-10
11111,"3,4,5-trimethylnonane",5,12.7928348725,270.905293974,3.80034808369e-10
11112,"3,4,5-trimethylnonane",6,11.2193932952,229.394218072,3.51980620823e-10
11113,"3,4,5-trimethyloctane",1,220.243544348,938.789116609,7.30039396265e-10
11114,"3,4,5-trimethyloctane",2,36.9162203814,579.71969358,5.42783157911e-10
11115,"3,4,5-trimethyloctane",3,18.580461833,398.365567652,4.56113678346e-10
11116,"3,4,5-trimethyloctane",4,13.9802567569,303.312226534,4.05557787558e-10
11117,"3,4,5-trimethyloctane",5,11.8958618941,249.034917081,3.70251441283e-10
11118,"3,4,5-trimethyloctane",6,10.5374954609,210.955962761,3.42843451851e-10
11119,"3,4,5-trimethylphenol",1,598.661207494,1191.89817034,5.97873008224e-10
11120,"3,4,5-trimethylphenol",2,44.5975199552,737.642308091,4.43543902599e-10
11121,"3,4,5-trimethylphenol",3,21.3120125287,516.019912789,3.72093973751e-10
11122,"3,4,5-trimethylphenol",4,15.3150778334,391.461181407,3.30229915408e-10
11123,"3,4,5-trimethylphenol",5,12.8609656471,321.459924608,3.01555469034e-10
11124,"3,4,5-trimethylphenol",6,11.2707658248,272.191798747,2.79298201136e-10
11125,"3,4,6-trimethylnonane",1,537.311150646,998.754191814,7.53892043288e-10
11126,"3,4,6-trimethylnonane",2,44.0401275832,618.360138313,5.5942062613e-10
11127,"3,4,6-trimethylnonane",3,21.1102483988,432.05879146,4.69341646887e-10
11128,"3,4,6-trimethylnonane",4,15.2180078518,327.775303373,4.16595280665e-10
11129,"3,4,6-trimethylnonane",5,12.7928348725,269.18570082,3.80417972501e-10
11130,"3,4,6-trimethylnonane",6,11.2193932952,227.938119813,3.52335499761e-10
11131,"3,4,6-trimethyloctane",1,220.243544348,934.663556603,7.30757074942e-10
11132,"3,4,6-trimethyloctane",2,36.9162203814,577.172083749,5.43316750893e-10
11133,"3,4,6-trimethyloctane",3,18.580461833,396.614928425,4.565620693e-10
11134,"3,4,6-trimethyloctane",4,13.9802567569,301.979304401,4.05956478612e-10
11135,"3,4,6-trimethyloctane",5,11.8958618941,247.940519547,3.70615423783e-10
11136,"3,4,6-trimethyloctane",6,10.5374954609,210.02890527,3.43180490422e-10
11137,"3,4,7-trimethylnonane",1,537.311150646,1005.13436307,7.53132709051e-10
11138,"3,4,7-trimethylnonane",2,44.0401275832,622.310303041,5.5885716716e-10
11139,"3,4,7-trimethylnonane",3,21.1102483988,434.818839032,4.68868917158e-10
11140,"3,4,7-trimethylnonane",4,15.2180078518,329.869174504,4.16175678068e-10
11141,"3,4,7-trimethylnonane",5,12.7928348725,270.905293974,3.80034808369e-10
11142,"3,4,7-trimethylnonane",6,11.2193932952,229.394218072,3.51980620823e-10
11143,"3,4-dichloro-1-butene",1,67.3427875416,777.402969587,5.82593839437e-10
11144,"3,4-dichloro-1-butene",2,19.3370854204,437.265954789,4.32654969485e-10
11145,"3,4-dichloro-1-butene",3,12.7393910404,294.5947313,3.68038378998e-10
11146,"3,4-dichloro-1-butene",4,10.6055334893,228.027752743,3.27834499256e-10
11147,"3,4-dichloro-1-butene",5,9.3774511361,186.608952545,2.98915383295e-10
11148,"3,4-dichloro-1-butene",6,8.56891032568,158.097276934,2.76523052419e-10
11149,"3,4-dichloroaniline",1,300.740130894,1217.88106904,6.41324573924e-10
11150,"3,4-dichloroaniline",2,39.9958951829,754.218992951,4.76522684739e-10
11151,"3,4-dichloroaniline",3,19.6594078427,522.137072767,4.00088495346e-10
11152,"3,4-dichloroaniline",4,14.5158549992,396.658943922,3.55491521009e-10
11153,"3,4-dichloroaniline",5,12.2889762361,325.791783137,3.24583936396e-10
